Table,Key,Id,Russian (ru)
OS_misc_contents,ScreenSaver_Aquarium,75355315447521391,Aquarium
OS_misc_contents,ScreenSaver_Aurora,75355315447521392,Aurora
OS_misc_contents,ScreenSaver_Maze,75355315447521386,Maze
OS_misc_contents,ScreenSaver_Pipes,75355315447521389,Pipes
OS_misc_contents,ScreenSaver_Stardust,75355315447521388,Stardust
OS_misc_contents,ScreenSaver_Text,75355315447521385,Text
OS_misc_contents,ScreenSaver_TextBounce,75355315447521387,TextBounce
OS_misc_contents,ScreenSaver_TextRain,75355315447521390,TextRain
OS_misc_contents,SecurityAnswers_P9Hanoi_4,515453739023,"[""mybrother"", ""my brother"", ""my_brother"", ""my-brother"", ""bigbrother"", ""big brother"", ""big_brother"", ""big-brother"", ""brother"", ""walleye"", ""walter"", ""waltersounder"", ""walter_sounder"", ""walter-sounder"", ""walter sounder"", ""брат"", ""мой брат"", ""мойбрат"", ""мой_брат"", ""старший брат"", ""старшийбрат"", ""судак"", ""уолтер"", ""уолтер саундер"", ""уолтерсаундер"", ""уолтер_саундер"", ""уолтер уотерс"", ""уолтеруотерс"", ""уолтер_уотерс"", ""уолтер-уотерс""]"
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement1,112087300668645376,отец
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement10,112087300677033992,мой_папа
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement11,112092461004742656,отец
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement12,112092461008936960,папа
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement13,112092461008936961,батя
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement14,112092461008936962,мой отец
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement15,112092461008936963,мой папа
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement2,112087300677033984,мойотец
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement3,112087300677033985,мой-отец
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement4,112087300677033986,мой отец
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement5,112087300677033987,мой_отец
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement6,112087300677033988,папа
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement7,112087300677033989,мойпапа
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement8,112087300677033990,мой-папа
OS_misc_contents,SecurityAnswers_P9Hanoi_Achievement9,112087300677033991,мой папа
OS_misc_contents,SecurityAnswers_P9Hanoi_Q1A1,515453739029,крокодил
OS_misc_contents,SecurityAnswers_P9Hanoi_Q1A2,515453739030,аллигатор
OS_misc_contents,SecurityAnswers_P9Hanoi_Q1A3,89094151520378880,крокодил
OS_misc_contents,SecurityAnswers_P9Hanoi_Q1A4,89094151520378881,кайман
OS_misc_contents,SecurityAnswers_P9Hanoi_Q1A5,110563005521977344,крокодил
OS_misc_contents,SecurityAnswers_P9Hanoi_Q1A6,110563005559726080,аллигатор
OS_misc_contents,SecurityAnswers_P9Hanoi_Q2A2,515453739032,четырнадцать
OS_misc_contents,SecurityAnswers_P9Hanoi_Q2A3,110563005559726081,четырнадцать
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A1,515453739033,огонь
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A10,110563005559726082,пламя
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A11,110563005559726083,в огне
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A12,110563005559726084,сгорел
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A2,515453739034,пламя
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A3,515453739035,горение
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A4,515453739036,пожар
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A5,87353089898569728,в огне
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A6,87353089906958336,сгорел
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A7,89094151520378882,огонь
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A8,89094151520378883,пожар
OS_misc_contents,SecurityAnswers_P9Hanoi_Q3A9,89094151520378884,горение
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A1,515453739037,мойбрат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A16,110563005559726085,мойбрат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A17,110563005559726086,мой брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A18,110563005559726087,мой_брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A19,110563005559726088,мой-брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A2,515453739038,мой брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A20,110563005559726089,старшийбрат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A21,110563005559726090,старший-брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A22,110563005559726091,старший_брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A3,515453739039,мой_брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A4,515453739040,мой-брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A5,515453739041,старшийбрат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A6,515453739042,старший брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A7,515453739043,старший-брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A8,515453739044,старший_брат
OS_misc_contents,SecurityAnswers_P9Hanoi_Q4A9,515453739045,брат
OS_misc_contents,SecurityQuestion_P9Hanoi_1,515453739019,Секретный вопрос: Какое животное купается в слезах горя?
OS_misc_contents,SecurityQuestion_P9Hanoi_2,515453739020,Секретный вопрос: Сколько глаз наблюдают блаженство принятия?
OS_misc_contents,SecurityQuestion_P9Hanoi_3,515453739021,Секретный вопрос: Как проявился гнев вокруг человека в лодке?
OS_misc_contents,SecurityQuestion_P9Hanoi_4,515453739022,Секретный вопрос: Кто был тем мертвецом в лодке?
OS_misc_contents,SketchyAddOnInstaller_1,108027872424222725,Установка дополнения для Sketchy Colors
OS_misc_contents,SketchyAddOnInstaller_2,108027872424222726,Распаковка тонов...
OS_misc_contents,SketchyAddOnInstaller_3,108027872424222727,Настройка Sketchy UI...
OS_misc_contents,SketchyAddOnInstaller_4,108027872424222728,Декодирование hex...
OS_misc_contents,SketchyAddOnInstaller_5,108027872424222729,Поиск графических ресурсов...
OS_misc_contents,SketchyAddOnInstaller_6,108027872424222730,Настройка мазков кисти...
OS_misc_contents,Sketchy_About_Text,5761032113872903,«Каждый шедевр начинается с простого наброска»
OS_misc_contents,Sketchy_Copyright_Text_1,17420569338175488,Copyright © 1996 WAMFDigital Inc.
OS_misc_contents,StoryTeller_About_Text,5761032113872898,"«Истории сначала рассказывали, затем записывали, затем экранизировали. Теперь мы используем StoryTeller+»"
OS_misc_contents,System_Notification_New_File_Added,10443928686813184,Добавлен новый файл: {0}
OS_misc_contents,Theme_Admin,75355315447521364,WorkHours
OS_misc_contents,Theme_Gothic,75355315447521368,PitchforkTime
OS_misc_contents,Theme_Halibut,75355315447521362,NextOS
OS_misc_contents,Theme_Jungle,75355315447521366,JungleBeat
OS_misc_contents,Theme_Maximus,75355315447521363,SunnyDay
OS_misc_contents,Theme_Retro,75355315447521369,Rad
OS_misc_contents,Theme_Sea,75355315447521365,DeepSea
OS_misc_contents,Theme_Tumblr,75355315447521367,Nostalgic
OS_misc_contents,WaitTIme_5_Minute,75355315451715589,5 минут
OS_misc_contents,WaitTime_10_Sec,75355315451715585,10 сек
OS_misc_contents,WaitTime_1_Minute,75355315451715587,1 минута
OS_misc_contents,WaitTime_2_Minute,75355315451715588,2 минуты
OS_misc_contents,WaitTime_30_Sec,75355315451715586,30 сек
OS_misc_contents,WaitTime_Never,75355315451715584,Никогда
OS_misc_contents,Wallpaper_AdminSpiral,83808538139287552,Spiral
OS_misc_contents,Wallpaper_Agave,95421745937244163,Agave
OS_misc_contents,Wallpaper_FishermanDesk,95421745937244161,FishermanDesk
OS_misc_contents,Wallpaper_Fishies,75355315447521372,Fishies
OS_misc_contents,Wallpaper_NosSafeMode,75355315447521378,nOSSafeMode
OS_misc_contents,Wallpaper_Shells,75355315447521371,Shells
OS_misc_contents,Wallpaper_SolidBlue,75355315447521374,SolidBlue
OS_misc_contents,Wallpaper_SolidPurple,75355315447521373,SolidPurple
OS_misc_contents,Wallpaper_SolidSalmon,75355315447521375,SolidSalmon
OS_misc_contents,Wallpaper_StartPhaser,95421745937244164,WormHole
OS_misc_contents,Wallpaper_Stegosaurus,95421745937244165,Стегозавр
OS_misc_contents,Wallpaper_TempleCeiling,95421745933049856,TempleCeiling
OS_misc_contents,Wallpaper_TemplePathChosen,95421745937244160,PathChosen
OS_misc_contents,Wallpaper_TheKing,95421745937244162,TheKing
OS_misc_contents,Wallpaper_TheSweaters,75355315447521376,TheSweaters_1080p
OS_misc_contents,Wallpaper_TimeToStop,75355315447521377,TimeToStop
OS_misc_contents,WebSurfer_About_Text,5761032113872896,«Оседлай волну Всемирной паутины»
OS_misc_contents,filename_hal_anglerTrio,115667088536756227,anglerTrio
OS_misc_contents,filename_hal_bigCatch,115667088536756225,bigCatch
OS_misc_contents,filename_hal_dontForget,115667088536756226,dontForget
OS_misc_contents,lp_welcomeMessage,100705494904070148,"Добро пожаловать в Desktop Explorer! 
Выберите язык"
OS_misc_contents,ms_credits,117877846607650816,ТИТРЫ: {0}
OS_misc_contents,ms_highscore,95281148689637382,РЕКОРД
OS_misc_contents,ms_menu,95281148689637384,МЕНЮ
OS_misc_contents,ms_play,95281148689637381,ИГРАТЬ
OS_misc_contents,ms_retry,95281148689637383,ЗАНОВО
OS_misc_contents,psod_IKnowWhatYouAre,114484791741505536,ЯЗНАЮКТОТЫЯЗНАЮЧТОТЫДЕЛАЕШЬ
OS_misc_contents,psod_safeMode,118563284523671552,"Нажмите <color=#F9A31B>ЛЮБУЮ КЛАВИШУ</color>, чтобы загрузиться в БЕЗОПАСНОМ РЕЖИМЕ"
OS_misc_contents,pwd_admin_shame,27685599644213248,TAROCCHI
OS_misc_contents,tutorial_pwd,107577245705428992,пароль123
Software,,119254485522440193,ColorLens
Software,,35538628481376256,!@#$%^&*()<>??ñń
Software,,35584565102764032,!@#$%^&*()<>??ñń
Software,,36264631117799424,!@#$%^&*()<>??ñń
Software,,36740210816442368,!@#$%^&*()<>??ñń
Software,,37881703836934144,!@#$%^&*()<>??ñń
Software,,37882269170393088,!@#$%^&*()<>??ñń
Software,,37883342442455040,!@#$%^&*()<>??ñń
Software,,38172197070561280,!@#$%^&*()<>??ñń
Software,Chronolog_Descriptive,125192064885317637,Chronolog
Software,Chronolog_Title,125049797432303616,Chronolog
Software,ColorLens_Title,119409614586372097,ColorLens
Software,DesktopExplorer_Title,125049797440692235,DesktopExplorer
Software,Executable_Descriptive,125192064885317635,Программа
Software,FlatFile_Descriptive,142834114954780672,Сжатый файл
Software,Folder_Descriptive,125192064885317632,Папка
Software,ImageViewer_Descriptive,125192064885317639,ImageViewer
Software,Installer_Copper_Box,135027314276687873,Copper Box
Software,Installer_Sketchy_AddOn,135027314276687872,Sketchy AddOn
Software,MineSniffer_Title,125049797440692236,MineSniffer
Software,NextAmp_Title,125049797440692230,NextAmp
Software,NextRooms_Title,125049797440692238,NextRooms
Software,NextSum_Title,11576901632,NextSum
Software,NotePage_Title,130465780766597120,Notepage
Software,Notepage_Descriptive,125192064885317633,Notepage
Software,Numpad_Title,125049797440692237,Numpad
Software,Pizarro_Title,125049797440692234,Pizarro
Software,Properties_Title,125192064860151808,Свойства
Software,Settings_Title,125049797440692228,Settings
Software,Shell_Descriptive,125192064885317636,nOS Shell
Software,Shortcut_Title,125049797440692233,Shortcut
Software,Sketchy_Descriptive,125192064885317638,Sketchy
Software,Sketchy_Title,125049797440692231,Sketchy
Software,StoryTeller_Title,125049797440692227,Storyteller+
Software,Storyteller_Descriptive,125192064885317640,StoryTeller+
Software,Terminal_Title,125049797440692232,nOS Terminal
Software,TimeSettings_Title,125049797440692224,Date/Time
Software,Tower_Title,125049797440692240,Tower
Software,Unknown_Descriptive,125192064885317634,Неизвестный тип файла
Software,VerticalBar_Title,125049797440692241,NextOS - 
Software,VolumeMixer_Title,125049797440692225,Volume Mixer
Software,WasteBin_Title,125049797440692229,WasteBin
Software,WebSurfer_Title,128444163706314752,WebSurfer2
Software,WormHole_Title,125049797440692239,WormHole
TerminalCommandOutput,,136631079006101504,"ВРЕМЯ, В ТЕЧЕНИЕ КОТОРОГО БЫЛ ОТКРЫТ FLEETING_FACE.IMG, СОКРАТИЛОСЬ МЕЖДУ ПРОХОЖДЕНИЯМИ. ВОЗМОЖНО, У ПОЛЬЗОВАТЕЛЯ ВЫРОСЛА ЧУВСТВИТЕЛЬНОСТЬ К ЭТОМУ ИЗОБРАЖЕНИЮ И ЕГО СМЫСЛУ."
TerminalCommandOutput,,136631079006101505,"ВРЕМЯ, В ТЕЧЕНИЕ КОТОРОГО БЫЛ ОТКРЫТ FLEETING_FACE.IMG, ПОЧТИ НЕ ИЗМЕНИЛОСЬ МЕЖДУ ПРОХОЖДЕНИЯМИ. ВОЗМОЖНО, ПОЛЬЗОВАТЕЛЬ ПОЛНОСТЬЮ СТЁР ПРЕДЫДУЩЕЕ ПРОХОЖДЕНИЕ ИЗ ПАМЯТИ. "
TerminalCommandOutput,,136631079006101506,"ВРЕМЯ, В ТЕЧЕНИЕ КОТОРОГО БЫЛ ОТКРЫТ FLEETING_FACE.IMG, УВЕЛИЧИЛОСЬ МЕЖДУ ПРОХОЖДЕНИЯМИ. ВОЗМОЖНО, ПОЛЬЗОВАТЕЛЬ УТРАТИЛ СВЯЗЬ С ЭТИМ ОБРАЗОМ."
TerminalCommandOutput,,136631079006101507,"ПУТЬ, ВЫБРАННЫЙ В ХРАМЕ, — ANUBIS. ПОЛЬЗОВАТЕЛЯ ПО-ПРЕЖНЕМУ НЕ ТРЕВОЖИТ ДУХОВНЫЙ СТРАХ. ВОЗМОЖНО, НЕ ПОМНИТ, ЧТО ЭТО БЫЛ ТОТ ЖЕ ВЫБОР, ЧТО И РАНЬШЕ."
TerminalCommandOutput,,136631079006101508,"ПУТЬ, ВЫБРАННЫЙ В ХРАМЕ, — TOT. ВОЗМОЖНО, ПОЛЬЗОВАТЕЛЯ ПРИТЯГИВАЕТ ДУШЕВНОЕ СМЯТЕНИЕ ИЗ-ЗА ПОВТОРЯЮЩЕЙСЯ ПОТЕРИ ПАМЯТИ."
TerminalCommandOutput,,136631079006101509,"ПУТЬ, ВЫБРАННЫЙ В ХРАМЕ, — RA. ПОЛЬЗОВАТЕЛЬ НЕ ОСТАНОВИЛСЯ ПЕРЕД УПОМИНАНИЯМИ ОБОЖЖЁННОЙ КОЖИ. ПОВЫШЕННАЯ ВЕРОЯТНОСТЬ ЧЁРСТВОСТИ ИЛИ ОТРИЦАНИЯ СМЕРТИ БРАТА."
TerminalCommandOutput,,136631079006101510,"КОЛИЧЕСТВО СОЗДАННЫХ ФАЙЛОВ NPG РЕЗКО СОКРАТИЛОСЬ МЕЖДУ ПРОХОЖДЕНИЯМИ. ВОЗМОЖНО, ПОЛЬЗОВАТЕЛЬ ЗАБЫЛ О СУЩЕСТВОВАНИИ ПРОГРАММЫ NPG ЛИБО ПОЛНОСТЬЮ ИГНОРИРУЕТ СВОЁ СОСТОЯНИЕ ПАМЯТИ."
TerminalCommandOutput,,136631079006101511,КОЛИЧЕСТВО СОЗДАННЫХ ФАЙЛОВ NPG СОКРАТИЛОСЬ МЕЖДУ ПРОХОЖДЕНИЯМИ. ВОЗМОЖНО УЛУЧШЕНИЕ ПАМЯТИ ПОЛЬЗОВАТЕЛЯ ЛИБО ЧАСТИЧНОЕ ИГНОРИРОВАНИЕ СВОЕГО СОСТОЯНИЯ ПАМЯТИ.
TerminalCommandOutput,,136631079006101512,"КОЛИЧЕСТВО ФАЙЛОВ NPG ПРИМЕРНО ОДИНАКОВО МЕЖДУ ПРОХОЖДЕНИЯМИ. ПОЛЬЗОВАТЕЛЬ ВСЁ ЕЩЁ ВЫНУЖДЕН ПОЛАГАТЬСЯ НА NPG, ЧТОБЫ ПОМНИТЬ. ВОЗМОЖНО, ПОЛЬЗОВАТЕЛЬ ПРОСТО БАЛУЕТСЯ С ПРОГРАММОЙ NPG."
TerminalCommandOutput,,136631079006101513,ПОЛЬЗОВАТЕЛЬ ВИДИТ ДРУГОЕ ИЗОБРАЖЕНИЕ В ТЕСТЕ НА ДВОЙНОЕ ВОСПРИЯТИЕ. ЗАФИКСИРОВАНА СМЕНА ТОЧКИ ЗРЕНИЯ.
TerminalCommandOutput,,136631079006101514,ПОЛЬЗОВАТЕЛЬ ВИДИТ ТО ЖЕ ИЗОБРАЖЕНИЕ В ТЕСТЕ НА ДВОЙНОЕ ВОСПРИЯТИЕ. ЗАФИКСИРОВАНА НЕИЗМЕННАЯ ТОЧКА ЗРЕНИЯ.
TerminalCommandOutput,,136631079006101515,"ПОЛЬЗОВАТЕЛЬ НЕ ОТВЕТИЛ НА ТЕСТ НА ДВОЙНОЕ ВОСПРИЯТИЕ. ОТКАЗ ОТВЕЧАТЬ МОЖЕТ БЫТЬ СВЯЗАН С МОДЕЛЬЮ ПОВЕДЕНИЯ, ОСПАРИВАЮЩЕЙ АВТОРИТЕТ."
TerminalCommandOutput,,136631079006101516,"ПОЛЬЗОВАТЕЛЬ ВЫБРАЛ ДРУГУЮ ПЕРВУЮ ГОЛОВОЛОМКУ ДЛЯ ПРОХОЖДЕНИЯ, ЧЕМ РАНЬШЕ. НЕИЗВЕСТНО, ПОМНИТ ЛИ ПОЛЬЗОВАТЕЛЬ РЕШЕНИЕ ИЗ 1-ГО ПРОХОЖДЕНИЯ."
TerminalCommandOutput,,136631079006101517,"ПОЛЬЗОВАТЕЛЬ ВЫБРАЛ ТУ ЖЕ ПЕРВУЮ ГОЛОВОЛОМКУ ДЛЯ ПРОХОЖДЕНИЯ, ЧТО И РАНЬШЕ. НЕИЗВЕСТНО, БЫЛО ЛИ ПОВТОРЕНИЕ ОСОЗНАННЫМ ИЛИ СЛУЧАЙНЫМ."
TerminalCommandOutput,,136631079006101518,КОЛИЧЕСТВО СОЗДАННЫХ ФАЙЛОВ SKT РЕЗКО СОКРАТИЛОСЬ МЕЖДУ ПРОХОЖДЕНИЯМИ. ОТКАЗ ПОЛЬЗОВАТЕЛЯ ОТ СОБСТВЕННОЙ ИДЕНТИЧНОСТИ УСИЛИЛСЯ.
TerminalCommandOutput,,136631079006101519,"КОЛИЧЕСТВО СОЗДАННЫХ ФАЙЛОВ SKT ОСТАЁТСЯ СТАБИЛЬНЫМ МЕЖДУ ПРОХОЖДЕНИЯМИ. ПРИВЫЧКИ ПОЛЬЗОВАТЕЛЯ УСТОЙЧИВЫ, НО БЕЗ УЛУЧШЕНИЙ."
TerminalCommandOutput,,136631079006101520,"КОЛИЧЕСТВО СОЗДАННЫХ ФАЙЛОВ SKT УВЕЛИЧИЛОСЬ МЕЖДУ ПРОХОЖДЕНИЯМИ. ВОЗМОЖНО, ПОЛЬЗОВАТЕЛЬ СОЗДАЁТ ФАЙЛЫ БЕСЦЕЛЬНО. СЛЕДУЕТ ПРОАНАЛИЗИРОВАТЬ ИХ СОДЕРЖИМОЕ."
TerminalCommandOutput,,136631079006101521,"DE ПРОЙДЕН БЫСТРЕЕ, ЧЕМ РАНЬШЕ. ПОЛЬЗОВАТЕЛЬ, ДОЛЖНО БЫТЬ, ПОМНИТ ИНФОРМАЦИЮ ИЗ ПРЕДЫДУЩЕГО ПРОХОЖДЕНИЯ. ПРИЧИНА ВОЗВРАЩЕНИЯ ВСЁ ЕЩЁ НЕИЗВЕСТНА."
TerminalCommandOutput,,136631079006101522,"DE ПРОЙДЕН ПРИМЕРНО ЗА ТО ЖЕ ВРЕМЯ, ЧТО И РАНЬШЕ. ВОЗМОЖНО, ПОЛЬЗОВАТЕЛЬ НЕ ПОМНИТ ИНФОРМАЦИЮ ИЗ ПРЕДЫДУЩЕГО ПРОХОЖДЕНИЯ. ПРИЧИНОЙ ВОЗВРАЩЕНИЯ МОЖЕТ БЫТЬ ПОДТВЕРЖДЕНИЕ ВЕРДИКТА."
TerminalCommandOutput,,136631079006101523,"DE ПРОЙДЕН МЕДЛЕННЕЕ, ЧЕМ РАНЬШЕ. ПОЛЬЗОВАТЕЛЬ, ПОХОЖЕ, НЕ ПОМНИТ НИКАКОЙ ИНФОРМАЦИИ ИЗ ПРЕДЫДУЩЕГО ПРОХОЖДЕНИЯ. ПРИЧИНОЙ ВОЗВРАЩЕНИЯ МОЖЕТ БЫТЬ ПОТЕРЯ ПАМЯТИ. РЕКОМЕНДУЕТСЯ СВЕРИТЬ ДАННЫЕ С ПОЛЬЗОВАТЕЛЕМ <color=orange>HALIBUT</color>."
TerminalCommandOutput,,136631079006101525,"ДОБРО ПОЖАЛОВАТЬ В АНАЛИЗ ПОЛЬЗОВАТЕЛЕЙ <color=lightblue>DESKTOP EXPLORER</color>

ВВЕДИТЕ <color=yellow>USER</color> И ИМЯ, ЧТОБЫ ОТКРЫТЬ ЕГО ФАЙЛЫ DE_ANALYSIS"
TerminalCommandOutput,,136631079006101526,"оказывается, этот парень был реально не в себе, я прав?"
TerminalCommandOutput,,136631079006101527,"ты просто ещё не готов, энакин скайуокер "
TerminalCommandOutput,,136631079006101528,"тайны об admin,
которые твой разум НИКОГДА
даже НЕ СМОЖЕТ НАЧАТЬ 
постичь, capisce? "
TerminalCommandOutput,,138785507175817217,"время выяснить, что была за история с этой девчонкой"
TerminalCommandOutput,,138785507175817218,"оказывается, эта девчонка была реально не в себе, я прав?"
TerminalCommandOutput,,138785507175817219,"ты просто ещё не готов, энакин скайуокер "
TerminalCommandOutput,,138785507175817220,"тайны о maximus,
которые твой разум НИКОГДА
даже НЕ СМОЖЕТ НАЧАТЬ 
постичь, capisce? "
TerminalCommandOutput,,138785507175817223,"время выяснить, что была за история с твоим дядей"
TerminalCommandOutput,,138785507175817224,"оказывается, твой дядя был реально не в себе, я прав?"
TerminalCommandOutput,,138785507180011520,"ты просто ещё не готов, энакин скайуокер "
TerminalCommandOutput,,138785507180011521,"тайны о твоём дяде,
которые твой разум НИКОГДА
даже НЕ СМОЖЕТ НАЧАТЬ 
постичь, capisce? "
TerminalCommandOutput,,140998703336906753,"Пользователь ADMIN разблокирован навсегда

Введите EXIT, чтобы выйти из этой оболочки"
TerminalCommandOutput,,148883796122394628,DE-DAEMON-MGR
TerminalCommandOutput,,148883796122394630,"время выяснить, что была за история с этой девчонкой"
TerminalCommandOutput,,148883796122394631,"оказывается, эта девчонка была реально не в себе, я прав?"
TerminalCommandOutput,,148883796122394632,"ты просто ещё не готов, энакин скайуокер "
TerminalCommandOutput,,148883796122394633,"тайны о maximus,
которые твой разум НИКОГДА
даже НЕ СМОЖЕТ НАЧАТЬ 
постичь, capisce? "
TerminalCommandOutput,,148883796122394636,"время выяснить, что была за история с твоим дядей"
TerminalCommandOutput,,148883796122394637,"оказывается, твой дядя был реально не в себе, я прав?"
TerminalCommandOutput,,148883796122394638,"ты просто ещё не готов, энакин скайуокер "
TerminalCommandOutput,,148883796122394639,"тайны о твоём дяде,
которые твой разум НИКОГДА
даже НЕ СМОЖЕТ НАЧАТЬ 
постичь, capisce? "
TerminalCommandOutput,CMD_Base_Chrono_Empty,98942774013845504,"Команда утилит Chronolog
Доступные утилиты: <param>RESTORE</param>
Использование - <cmd>CHRONO</cmd> <param>RESTORE</param>. Пытается восстановить повреждённые или испорченные записи Chronolog"
TerminalCommandOutput,CMD_Base_Chrono_Restore,98942774022234113,"Введите <param>filepath</param> для файла записи, который нужно восстановить:"
TerminalCommandOutput,CMD_Base_Chrono_Restore_NoEntryFound,167405071308414976,<color=red>[ТРЕВОГА]</color>: запись <cmd>CHRONO</cmd> не найдена
TerminalCommandOutput,CMD_Base_Chrono_Restore_Success,99003895970258944,Успешно восстановлено <param>'{0}'</param>. Открываю Chronolog…
TerminalCommandOutput,CMD_Base_Chrono_WrongArg,98942774022234112,<color=red>[ТРЕВОГА]</color>: '{0}' — недопустимый аргумент для команды <cmd>CHRONO</cmd>
TerminalCommandOutput,CMD_Base_Time_Empty,8062278329786368,Сейчас: <param>{0}</param>
TerminalCommandOutput,CMD_Base_Uninstall_DesktopExplorer,20791134830592,ОШИБКА - НЕт дОступа к рЕестру deskTop exploRer
TerminalCommandOutput,CMD_Base_Uninstall_Empty,20631285710848,Укажите программу для <cmd>UNINSTALL</cmd>
TerminalCommandOutput,CMD_Base_Uninstall_NoPermission,20856100405248,ОШИБКА - Нет разрешения на <cmd>UNINSTALL</cmd> <param>{0}</param>
TerminalCommandOutput,CMD_Base_Uninstall_Pizarro,20937998385152,Серьёзно? Это жестоко.
TerminalCommandOutput,CMD_Base_Uninstall_WrongArg,21055602475008,<param>'{0}'</param> — неподходящая программа для </cmd>UNINSTALL</cmd>
TerminalCommandOutput,CMD_GenericShellMenu_Back,156953382570942464,BACK
TerminalCommandOutput,CMD_GenericShellMenu_Exit,156953382570942465,EXIT
TerminalCommandOutput,CMD_GenericShellMenu_N,156953382575136771,N
TerminalCommandOutput,CMD_GenericShellMenu_No,156953382575136770,NO
TerminalCommandOutput,CMD_GenericShellMenu_Y,156953382575136769,Y
TerminalCommandOutput,CMD_GenericShellMenu_Yes,156953382575136768,YES
TerminalCommandOutput,CMD_Shell_AdminRedacted_Opt1,148883796122394625,REPAIR
TerminalCommandOutput,CMD_Shell_AdminRedacted_Opt1_loading,157707626211172352,Запуск средства восстановления <color=yellow>DE-DAEMON</color>
TerminalCommandOutput,CMD_Shell_AdminRedacted_Opt1_output,157262292381065216,"<color=yellow>DE-DAEMON</color> Средство восстановления не может запуститься, так как на компьютере отсутствует файл <param>SSGRP46.dll</param>. Попробуйте переустановить программу, чтобы устранить эту проблему."
TerminalCommandOutput,CMD_Shell_AdminRedacted_Opt2,157260999319085056,UPDATE
TerminalCommandOutput,CMD_Shell_AdminRedacted_Opt2_loading,157707626215366656,УСТАНОВКА СОЕДИНЕНИЯ
TerminalCommandOutput,CMD_Shell_AdminRedacted_Opt2_output,157262292385259520,… <color=red>ОШИБКА</color> — НЕ УДАЛОСЬ ПОДКЛЮЧИТЬСЯ К СЕТИ
TerminalCommandOutput,CMD_Shell_AdminRedacted_Opt3,157260999319085057,UNINSTALL
TerminalCommandOutput,CMD_Shell_AdminRedacted_Opt3_output,157262292385259521,"ВНИМАНИЕ — УДАЛЕНИЕ <color=yellow>DE-DAEMON</color> У ПОЛЬЗОВАТЕЛЯ:<color=orange>ADMIN</color> ПРИВЕДЁТ К ПОВРЕЖДЕНИЮ ФАЙЛОВ. 

РАЗРУШИТЕЛЬНЫЕ ИЗМЕНЕНИЯ БУДУТ <color=red>НЕОБРАТИМЫМИ</color> И НЕ МОГУТ БЫТЬ ОТМЕНЕНЫ. ВЫ ДЕЙСТВИТЕЛЬНО ХОТИТЕ ПРОДОЛЖИТЬ? "
TerminalCommandOutput,CMD_Shell_AdminRedacted_StartOutput,157707626206978048,"ИНСТРУМЕНТ УПРАВЛЕНИЯ <color=yellow>DE-DAEMON</color>
ПОЛЬЗОВАТЕЛЬ: <color=orange>ADMIN</color>"
TerminalCommandOutput,CMD_Shell_AdminUnlocked_ExitOutput,148883796122394643,<color=orange>EXIT</color> — выход
TerminalCommandOutput,CMD_Shell_AdminUnlocked_PromptPrefix,148883796122394642,ИНСТРУМЕНТ УПРАВЛЕНИЯ DE-DAEMON
